"PRJ_ID","PRJ_CTR_USERCREATION","PRJ_CTR_USERUPDATE","PRJ_CTR_DATECREATION","PRJ_CTR_DATEUPDATE","CTR_ID"
205,"GDEROEP","",16/02/06,,171
205,"GDEROEP","",16/02/06,,189
205,"GDEROEP","",16/02/06,,190
205,"GDEROEP","",16/02/06,,195
205,"GDEROEP","",16/02/06,,203
207,"GDEROEP","",16/02/06,,72
207,"GDEROEP","",16/02/06,,73
207,"GDEROEP","",16/02/06,,81
207,"GDEROEP","",16/02/06,,84
207,"GDEROEP","",16/02/06,,97
207,"GDEROEP","",16/02/06,,103
207,"GDEROEP","",16/02/06,,105
207,"GDEROEP","",16/02/06,,117
207,"GDEROEP","",16/02/06,,123
207,"GDEROEP","",16/02/06,,124
207,"GDEROEP","",16/02/06,,132
207,"GDEROEP","",16/02/06,,150
207,"GDEROEP","",16/02/06,,170
207,"GDEROEP","",16/02/06,,171
207,"GDEROEP","",16/02/06,,189
207,"GDEROEP","",16/02/06,,190
207,"GDEROEP","",16/02/06,,195
207,"GDEROEP","",16/02/06,,203
207,"GDEROEP","",16/02/06,,222
245,"GDEROEP","",16/02/06,,73
245,"GDEROEP","",16/02/06,,105
245,"GDEROEP","",16/02/06,,195
205,"GDEROEP","",16/02/06,,14
205,"GDEROEP","",16/02/06,,222
432,"GDEROEP","",13/08/09,,21
222,"GDEROEP","",20/02/06,,214
216,"GDEROEP","",20/02/06,,73
216,"GDEROEP","",20/02/06,,81
216,"GDEROEP","",20/02/06,,103
216,"GDEROEP","",20/02/06,,124
216,"GDEROEP","",20/02/06,,150
216,"GDEROEP","",20/02/06,,222
432,"GDEROEP","",13/08/09,,33
263,"GDEROEP","",12/04/06,,195
200,"GDEROEP","",20/02/06,,267
200,"GDEROEP","",20/02/06,,2
200,"GDEROEP","",20/02/06,,3
200,"GDEROEP","",20/02/06,,5
200,"GDEROEP","",20/02/06,,6
200,"GDEROEP","",20/02/06,,9
200,"GDEROEP","",20/02/06,,10
200,"GDEROEP","",20/02/06,,11
200,"GDEROEP","",20/02/06,,13
200,"GDEROEP","",20/02/06,,14
200,"GDEROEP","",20/02/06,,15
200,"GDEROEP","",20/02/06,,16
200,"GDEROEP","",20/02/06,,17
200,"GDEROEP","",20/02/06,,18
200,"GDEROEP","",20/02/06,,19
200,"GDEROEP","",20/02/06,,20
200,"GDEROEP","",20/02/06,,21
200,"GDEROEP","",20/02/06,,22
200,"GDEROEP","",20/02/06,,23
200,"GDEROEP","",20/02/06,,25
200,"GDEROEP","",20/02/06,,26
200,"GDEROEP","",20/02/06,,27
200,"GDEROEP","",20/02/06,,28
200,"GDEROEP","",20/02/06,,30
200,"GDEROEP","",20/02/06,,33
200,"GDEROEP","",20/02/06,,34
200,"GDEROEP","",20/02/06,,35
200,"GDEROEP","",20/02/06,,36
200,"GDEROEP","",20/02/06,,37
200,"GDEROEP","",20/02/06,,38
200,"GDEROEP","",20/02/06,,39
200,"GDEROEP","",20/02/06,,41
200,"GDEROEP","",20/02/06,,42
200,"GDEROEP","",20/02/06,,43
200,"GDEROEP","",20/02/06,,44
200,"GDEROEP","",20/02/06,,47
200,"GDEROEP","",20/02/06,,48
200,"GDEROEP","",20/02/06,,49
200,"GDEROEP","",20/02/06,,51
200,"GDEROEP","",20/02/06,,53
263,"GDEROEP","",12/04/06,,56
263,"GDEROEP","",12/04/06,,222
263,"GDEROEP","",12/04/06,,203
432,"GDEROEP","",13/08/09,,55
432,"GDEROEP","",13/08/09,,53
432,"GDEROEP","",13/08/09,,57
432,"GDEROEP","",13/08/09,,195
432,"GDEROEP","",13/08/09,,67
432,"GDEROEP","",13/08/09,,72
432,"GDEROEP","",13/08/09,,73
432,"GDEROEP","",13/08/09,,84
432,"GDEROEP","",13/08/09,,97
432,"GDEROEP","",13/08/09,,103
432,"GDEROEP","",13/08/09,,98
432,"GDEROEP","",13/08/09,,105
432,"GDEROEP","",13/08/09,,117
432,"GDEROEP","",13/08/09,,122
432,"GDEROEP","",13/08/09,,123
432,"GDEROEP","",13/08/09,,124
432,"GDEROEP","",13/08/09,,126
432,"GDEROEP","",13/08/09,,132
432,"GDEROEP","",13/08/09,,160
432,"GDEROEP","",13/08/09,,150
432,"GDEROEP","",13/08/09,,170
432,"GDEROEP","",13/08/09,,171
432,"GDEROEP","",13/08/09,,56
432,"GDEROEP","",13/08/09,,175
432,"GDEROEP","",13/08/09,,222
432,"GDEROEP","",13/08/09,,189
200,"GDEROEP","",20/02/06,,54
200,"GDEROEP","",20/02/06,,55
200,"GDEROEP","",20/02/06,,56
200,"GDEROEP","",20/02/06,,57
200,"GDEROEP","",20/02/06,,58
200,"GDEROEP","",20/02/06,,59
200,"GDEROEP","",20/02/06,,60
200,"GDEROEP","",20/02/06,,61
200,"GDEROEP","",20/02/06,,62
200,"GDEROEP","",20/02/06,,63
200,"GDEROEP","",20/02/06,,64
200,"GDEROEP","",20/02/06,,65
200,"GDEROEP","",20/02/06,,66
200,"GDEROEP","",20/02/06,,67
200,"GDEROEP","",20/02/06,,68
200,"GDEROEP","",20/02/06,,71
200,"GDEROEP","",20/02/06,,72
200,"GDEROEP","",20/02/06,,73
200,"GDEROEP","",20/02/06,,78
200,"GDEROEP","",20/02/06,,79
200,"GDEROEP","",20/02/06,,80
200,"GDEROEP","",20/02/06,,81
200,"GDEROEP","",20/02/06,,82
200,"GDEROEP","",20/02/06,,84
200,"GDEROEP","",20/02/06,,287
200,"GDEROEP","",20/02/06,,89
200,"GDEROEP","",20/02/06,,90
200,"GDEROEP","",20/02/06,,91
200,"GDEROEP","",20/02/06,,92
200,"GDEROEP","",20/02/06,,93
200,"GDEROEP","",20/02/06,,95
200,"GDEROEP","",20/02/06,,97
200,"GDEROEP","",20/02/06,,98
200,"GDEROEP","",20/02/06,,99
200,"GDEROEP","",20/02/06,,100
200,"GDEROEP","",20/02/06,,101
200,"GDEROEP","",20/02/06,,102
200,"GDEROEP","",20/02/06,,103
200,"GDEROEP","",20/02/06,,104
200,"GDEROEP","",20/02/06,,105
217,"GDEROEP","",20/02/06,,5
200,"GDEROEP","",20/02/06,,52
200,"GDEROEP","",20/02/06,,106
200,"GDEROEP","",20/02/06,,107
200,"GDEROEP","",20/02/06,,108
200,"GDEROEP","",20/02/06,,109
200,"GDEROEP","",20/02/06,,110
200,"GDEROEP","",20/02/06,,111
200,"GDEROEP","",20/02/06,,113
200,"GDEROEP","",20/02/06,,112
200,"GDEROEP","",20/02/06,,114
200,"GDEROEP","",20/02/06,,115
200,"GDEROEP","",20/02/06,,116
200,"GDEROEP","",20/02/06,,117
200,"GDEROEP","",20/02/06,,118
200,"GDEROEP","",20/02/06,,288
200,"GDEROEP","",20/02/06,,120
200,"GDEROEP","",20/02/06,,121
200,"GDEROEP","",20/02/06,,123
200,"GDEROEP","",20/02/06,,124
200,"GDEROEP","",20/02/06,,126
200,"GDEROEP","",20/02/06,,127
200,"GDEROEP","",20/02/06,,128
200,"GDEROEP","",20/02/06,,129
200,"GDEROEP","",20/02/06,,130
200,"GDEROEP","",20/02/06,,131
200,"GDEROEP","",20/02/06,,132
239,"GDEROEP","",21/06/05,,43
239,"GDEROEP","",21/06/05,,30
239,"GDEROEP","",21/06/05,,62
239,"GDEROEP","",21/06/05,,195
239,"GDEROEP","",21/06/05,,72
239,"GDEROEP","",21/06/05,,164
200,"GDEROEP","",20/02/06,,307
217,"GDEROEP","",20/02/06,,10
217,"GDEROEP","",20/02/06,,13
217,"GDEROEP","",20/02/06,,14
217,"GDEROEP","",20/02/06,,15
217,"GDEROEP","",20/02/06,,16
200,"GDEROEP","",20/02/06,,135
200,"GDEROEP","",20/02/06,,136
200,"GDEROEP","",20/02/06,,138
200,"GDEROEP","",20/02/06,,139
200,"GDEROEP","",20/02/06,,141
200,"GDEROEP","",20/02/06,,142
200,"GDEROEP","",20/02/06,,144
200,"GDEROEP","",20/02/06,,145
200,"GDEROEP","",20/02/06,,147
200,"GDEROEP","",20/02/06,,148
200,"GDEROEP","",20/02/06,,149
200,"GDEROEP","",20/02/06,,150
200,"GDEROEP","",20/02/06,,153
200,"GDEROEP","",20/02/06,,154
200,"GDEROEP","",20/02/06,,155
200,"GDEROEP","",20/02/06,,156
200,"GDEROEP","",20/02/06,,160
200,"GDEROEP","",20/02/06,,161
200,"GDEROEP","",20/02/06,,162
200,"GDEROEP","",20/02/06,,163
200,"GDEROEP","",20/02/06,,164
200,"GDEROEP","",20/02/06,,165
200,"GDEROEP","",20/02/06,,166
200,"GDEROEP","",20/02/06,,167
200,"GDEROEP","",20/02/06,,168
200,"GDEROEP","",20/02/06,,170
200,"GDEROEP","",20/02/06,,171
200,"GDEROEP","",20/02/06,,173
200,"GDEROEP","",20/02/06,,175
200,"GDEROEP","",20/02/06,,176
200,"GDEROEP","",20/02/06,,177
200,"GDEROEP","",20/02/06,,178
200,"GDEROEP","",20/02/06,,180
200,"GDEROEP","",20/02/06,,181
200,"GDEROEP","",20/02/06,,182
200,"GDEROEP","",20/02/06,,183
200,"GDEROEP","",20/02/06,,184
200,"GDEROEP","",20/02/06,,185
200,"GDEROEP","",20/02/06,,236
200,"GDEROEP","",20/02/06,,186
200,"GDEROEP","",20/02/06,,187
200,"GDEROEP","",20/02/06,,189
200,"GDEROEP","",20/02/06,,190
200,"GDEROEP","",20/02/06,,191
200,"GDEROEP","",20/02/06,,192
200,"GDEROEP","",20/02/06,,193
200,"GDEROEP","",20/02/06,,195
200,"GDEROEP","",20/02/06,,196
200,"GDEROEP","",20/02/06,,199
200,"GDEROEP","",20/02/06,,200
200,"GDEROEP","",20/02/06,,202
200,"GDEROEP","",20/02/06,,203
200,"GDEROEP","",20/02/06,,204
200,"GDEROEP","",20/02/06,,207
200,"GDEROEP","",20/02/06,,209
200,"GDEROEP","",20/02/06,,210
200,"GDEROEP","",20/02/06,,212
200,"GDEROEP","",20/02/06,,213
200,"GDEROEP","",20/02/06,,214
200,"GDEROEP","",20/02/06,,215
200,"GDEROEP","",20/02/06,,216
200,"GDEROEP","",20/02/06,,218
200,"GDEROEP","",20/02/06,,219
200,"GDEROEP","",20/02/06,,220
200,"GDEROEP","",20/02/06,,221
200,"GDEROEP","",20/02/06,,222
200,"GDEROEP","",20/02/06,,223
200,"GDEROEP","",20/02/06,,225
200,"GDEROEP","",20/02/06,,226
200,"GDEROEP","",20/02/06,,227
200,"GDEROEP","",20/02/06,,229
200,"GDEROEP","",20/02/06,,230
200,"GDEROEP","",20/02/06,,235
200,"GDEROEP","",20/02/06,,238
200,"GDEROEP","",20/02/06,,239
217,"GDEROEP","",20/02/06,,3
217,"GDEROEP","",20/02/06,,17
217,"GDEROEP","",20/02/06,,20
217,"GDEROEP","",20/02/06,,21
217,"GDEROEP","",20/02/06,,22
217,"GDEROEP","",20/02/06,,30
217,"GDEROEP","",20/02/06,,33
217,"GDEROEP","",20/02/06,,34
217,"GDEROEP","",20/02/06,,38
217,"GDEROEP","",20/02/06,,44
217,"GDEROEP","",20/02/06,,47
217,"GDEROEP","",20/02/06,,51
217,"GDEROEP","",20/02/06,,56
217,"GDEROEP","",20/02/06,,57
217,"GDEROEP","",20/02/06,,60
217,"GDEROEP","",20/02/06,,62
217,"GDEROEP","",20/02/06,,67
217,"GDEROEP","",20/02/06,,71
217,"GDEROEP","",20/02/06,,72
217,"GDEROEP","",20/02/06,,73
217,"GDEROEP","",20/02/06,,79
217,"GDEROEP","",20/02/06,,80
217,"GDEROEP","",20/02/06,,81
217,"GDEROEP","",20/02/06,,84
217,"GDEROEP","",20/02/06,,89
217,"GDEROEP","",20/02/06,,97
217,"GDEROEP","",20/02/06,,98
217,"GDEROEP","",20/02/06,,99
217,"GDEROEP","",20/02/06,,100
217,"GDEROEP","",20/02/06,,101
217,"GDEROEP","",20/02/06,,103
217,"GDEROEP","",20/02/06,,104
217,"GDEROEP","",20/02/06,,105
217,"GDEROEP","",20/02/06,,52
217,"GDEROEP","",20/02/06,,107
217,"GDEROEP","",20/02/06,,108
217,"GDEROEP","",20/02/06,,113
217,"GDEROEP","",20/02/06,,114
217,"GDEROEP","",20/02/06,,122
217,"GDEROEP","",20/02/06,,123
217,"GDEROEP","",20/02/06,,126
217,"GDEROEP","",20/02/06,,129
217,"GDEROEP","",20/02/06,,132
217,"GDEROEP","",20/02/06,,136
217,"GDEROEP","",20/02/06,,138
217,"GDEROEP","",20/02/06,,144
217,"GDEROEP","",20/02/06,,150
217,"GDEROEP","",20/02/06,,153
217,"GDEROEP","",20/02/06,,156
217,"GDEROEP","",20/02/06,,160
217,"GDEROEP","",20/02/06,,162
217,"GDEROEP","",20/02/06,,164
217,"GDEROEP","",20/02/06,,167
217,"GDEROEP","",20/02/06,,168
217,"GDEROEP","",20/02/06,,170
217,"GDEROEP","",20/02/06,,171
217,"GDEROEP","",20/02/06,,176
217,"GDEROEP","",20/02/06,,178
217,"GDEROEP","",20/02/06,,333
217,"GDEROEP","",20/02/06,,185
217,"GDEROEP","",20/02/06,,189
217,"GDEROEP","",20/02/06,,190
217,"GDEROEP","",20/02/06,,193
217,"GDEROEP","",20/02/06,,195
217,"GDEROEP","",20/02/06,,202
217,"GDEROEP","",20/02/06,,203
217,"GDEROEP","",20/02/06,,204
217,"GDEROEP","",20/02/06,,208
217,"GDEROEP","",20/02/06,,209
217,"GDEROEP","",20/02/06,,213
217,"GDEROEP","",20/02/06,,214
217,"GDEROEP","",20/02/06,,215
217,"GDEROEP","",20/02/06,,219
217,"GDEROEP","",20/02/06,,221
217,"GDEROEP","",20/02/06,,222
217,"GDEROEP","",20/02/06,,223
217,"GDEROEP","",20/02/06,,225
159,"PGERARD","",13/01/09,,73
158,"PGERARD","",13/01/09,,144
145,"PGERARD","",13/01/09,,49
150,"PGERARD","",13/01/09,,170
432,"GDEROEP","",13/08/09,,190
432,"GDEROEP","",13/08/09,,203
181,"PGERARD","",13/01/09,,97
176,"PGERARD","",28/07/09,,33
432,"GDEROEP","",13/08/09,,215
418,"GDEROEP","",13/08/09,,81
418,"GDEROEP","",13/08/09,,10
418,"GDEROEP","",13/08/09,,11
146,"PGERARD","",28/07/09,,49
147,"PGERARD","",28/07/09,,49
135,"PGERARD","",28/07/09,,44
418,"GDEROEP","",13/08/09,,13
175,"PGERARD","",28/07/09,,33
174,"PGERARD","",28/07/09,,33
418,"GDEROEP","",13/08/09,,14
418,"GDEROEP","",13/08/09,,21
418,"GDEROEP","",13/08/09,,27
418,"GDEROEP","",13/08/09,,30
418,"GDEROEP","",13/08/09,,33
418,"GDEROEP","",13/08/09,,38
418,"GDEROEP","",13/08/09,,44
418,"GDEROEP","",13/08/09,,55
418,"GDEROEP","",13/08/09,,47
418,"GDEROEP","",13/08/09,,113
418,"GDEROEP","",13/08/09,,53
418,"GDEROEP","",13/08/09,,54
418,"GDEROEP","",13/08/09,,57
418,"GDEROEP","",13/08/09,,63
418,"GDEROEP","",13/08/09,,195
418,"GDEROEP","",13/08/09,,67
418,"GDEROEP","",13/08/09,,223
418,"GDEROEP","",13/08/09,,68
418,"GDEROEP","",13/08/09,,72
418,"GDEROEP","",13/08/09,,73
418,"GDEROEP","",13/08/09,,80
418,"GDEROEP","",13/08/09,,84
217,"GDEROEP","",20/02/06,,239
263,"GDEROEP","",12/04/06,,204
217,"GDEROEP","",20/02/06,,238
418,"GDEROEP","",13/08/09,,97
418,"GDEROEP","",13/08/09,,103
418,"GDEROEP","",13/08/09,,98
418,"GDEROEP","",13/08/09,,104
418,"GDEROEP","",13/08/09,,117
418,"GDEROEP","",13/08/09,,123
418,"GDEROEP","",13/08/09,,124
418,"GDEROEP","",13/08/09,,126
418,"GDEROEP","",13/08/09,,132
418,"GDEROEP","",13/08/09,,140
155,"GDEROEP","",12/04/06,,176
300,"GDEROEP","",03/04/06,,124
211,"GDEROEP","",20/02/06,,144
300,"GDEROEP","",03/04/06,,150
190,"GDEROEP","",23/05/06,,204
191,"PGERARD","",25/07/08,,2
149,"GDEROEP","",12/04/06,,220
140,"GDEROEP","",12/04/06,,10
131,"GDEROEP","",12/04/06,,189
139,"GDEROEP","",12/04/06,,30
191,"PGERARD","",25/07/08,,81
191,"PGERARD","",25/07/08,,5
190,"GDEROEP","",23/05/06,,215
191,"PGERARD","",25/07/08,,11
191,"PGERARD","",25/07/08,,14
191,"PGERARD","",25/07/08,,15
191,"PGERARD","",25/07/08,,21
191,"PGERARD","",25/07/08,,33
191,"PGERARD","",25/07/08,,55
191,"PGERARD","",25/07/08,,53
191,"PGERARD","",25/07/08,,57
191,"PGERARD","",25/07/08,,195
191,"PGERARD","",25/07/08,,67
191,"PGERARD","",25/07/08,,72
191,"PGERARD","",25/07/08,,73
191,"PGERARD","",25/07/08,,80
191,"PGERARD","",25/07/08,,84
191,"PGERARD","",25/07/08,,97
191,"PGERARD","",25/07/08,,103
191,"PGERARD","",25/07/08,,98
191,"PGERARD","",25/07/08,,105
191,"PGERARD","",25/07/08,,117
191,"PGERARD","",25/07/08,,122
191,"PGERARD","",25/07/08,,123
191,"PGERARD","",25/07/08,,124
191,"PGERARD","",25/07/08,,126
191,"PGERARD","",25/07/08,,132
191,"PGERARD","",25/07/08,,140
191,"PGERARD","",25/07/08,,160
191,"PGERARD","",25/07/08,,150
191,"PGERARD","",25/07/08,,170
191,"PGERARD","",25/07/08,,171
191,"PGERARD","",25/07/08,,56
191,"PGERARD","",25/07/08,,175
191,"PGERARD","",25/07/08,,222
191,"PGERARD","",25/07/08,,176
191,"PGERARD","",25/07/08,,182
191,"PGERARD","",25/07/08,,189
191,"PGERARD","",25/07/08,,190
191,"PGERARD","",25/07/08,,203
191,"PGERARD","",25/07/08,,204
191,"PGERARD","",25/07/08,,215
191,"PGERARD","",25/07/08,,220
177,"GDEROEP","",02/05/06,,3
179,"GDEROEP","",02/05/06,,3
180,"GDEROEP","",02/05/06,,3
182,"GDEROEP","",23/05/06,,97
185,"GDEROEP","",23/05/06,,144
189,"GDEROEP","",23/05/06,,2
183,"GDEROEP","",23/05/06,,97
189,"GDEROEP","",23/05/06,,5
189,"GDEROEP","",23/05/06,,11
189,"GDEROEP","",23/05/06,,14
189,"GDEROEP","",23/05/06,,15
189,"GDEROEP","",23/05/06,,21
189,"GDEROEP","",23/05/06,,33
189,"GDEROEP","",23/05/06,,53
189,"GDEROEP","",23/05/06,,56
189,"GDEROEP","",23/05/06,,57
189,"GDEROEP","",23/05/06,,67
189,"GDEROEP","",23/05/06,,72
189,"GDEROEP","",23/05/06,,73
189,"GDEROEP","",23/05/06,,80
189,"GDEROEP","",23/05/06,,81
189,"GDEROEP","",23/05/06,,97
189,"GDEROEP","",23/05/06,,98
189,"GDEROEP","",23/05/06,,103
189,"GDEROEP","",23/05/06,,104
189,"GDEROEP","",23/05/06,,105
189,"GDEROEP","",23/05/06,,117
189,"GDEROEP","",23/05/06,,122
189,"GDEROEP","",23/05/06,,123
189,"GDEROEP","",23/05/06,,124
189,"GDEROEP","",23/05/06,,126
189,"GDEROEP","",23/05/06,,132
189,"GDEROEP","",23/05/06,,140
189,"GDEROEP","",23/05/06,,150
189,"GDEROEP","",23/05/06,,160
189,"GDEROEP","",23/05/06,,170
189,"GDEROEP","",23/05/06,,171
189,"GDEROEP","",23/05/06,,175
189,"GDEROEP","",23/05/06,,176
189,"GDEROEP","",23/05/06,,182
189,"GDEROEP","",23/05/06,,189
189,"GDEROEP","",23/05/06,,190
189,"GDEROEP","",23/05/06,,195
189,"GDEROEP","",23/05/06,,203
189,"GDEROEP","",23/05/06,,204
189,"GDEROEP","",23/05/06,,215
189,"GDEROEP","",23/05/06,,220
188,"GDEROEP","",23/05/06,,2
188,"GDEROEP","",23/05/06,,5
188,"GDEROEP","",23/05/06,,11
188,"GDEROEP","",23/05/06,,14
188,"GDEROEP","",23/05/06,,15
188,"GDEROEP","",23/05/06,,21
188,"GDEROEP","",23/05/06,,33
188,"GDEROEP","",23/05/06,,53
188,"GDEROEP","",23/05/06,,55
188,"GDEROEP","",23/05/06,,56
188,"GDEROEP","",23/05/06,,57
188,"GDEROEP","",23/05/06,,67
188,"GDEROEP","",23/05/06,,72
188,"GDEROEP","",23/05/06,,73
188,"GDEROEP","",23/05/06,,80
188,"GDEROEP","",23/05/06,,81
188,"GDEROEP","",23/05/06,,97
188,"GDEROEP","",23/05/06,,98
188,"GDEROEP","",23/05/06,,103
188,"GDEROEP","",23/05/06,,105
188,"GDEROEP","",23/05/06,,117
188,"GDEROEP","",23/05/06,,122
188,"GDEROEP","",23/05/06,,123
188,"GDEROEP","",23/05/06,,124
188,"GDEROEP","",23/05/06,,126
188,"GDEROEP","",23/05/06,,132
188,"GDEROEP","",23/05/06,,140
188,"GDEROEP","",23/05/06,,150
188,"GDEROEP","",23/05/06,,160
188,"GDEROEP","",23/05/06,,170
188,"GDEROEP","",23/05/06,,171
188,"GDEROEP","",23/05/06,,175
188,"GDEROEP","",23/05/06,,176
188,"GDEROEP","",23/05/06,,182
188,"GDEROEP","",23/05/06,,189
189,"GDEROEP","",23/05/06,,222
190,"GDEROEP","",23/05/06,,2
190,"GDEROEP","",23/05/06,,3
190,"GDEROEP","",23/05/06,,5
190,"GDEROEP","",23/05/06,,11
190,"GDEROEP","",23/05/06,,14
190,"GDEROEP","",23/05/06,,15
190,"GDEROEP","",23/05/06,,21
190,"GDEROEP","",23/05/06,,33
190,"GDEROEP","",23/05/06,,53
190,"GDEROEP","",23/05/06,,55
190,"GDEROEP","",23/05/06,,56
190,"GDEROEP","",23/05/06,,67
190,"GDEROEP","",23/05/06,,72
190,"GDEROEP","",23/05/06,,73
190,"GDEROEP","",23/05/06,,80
190,"GDEROEP","",23/05/06,,81
190,"GDEROEP","",23/05/06,,84
190,"GDEROEP","",23/05/06,,97
190,"GDEROEP","",23/05/06,,98
190,"GDEROEP","",23/05/06,,103
190,"GDEROEP","",23/05/06,,105
190,"GDEROEP","",23/05/06,,117
190,"GDEROEP","",23/05/06,,122
190,"GDEROEP","",23/05/06,,123
190,"GDEROEP","",23/05/06,,124
190,"GDEROEP","",23/05/06,,126
190,"GDEROEP","",23/05/06,,132
190,"GDEROEP","",23/05/06,,140
190,"GDEROEP","",23/05/06,,150
190,"GDEROEP","",23/05/06,,160
190,"GDEROEP","",23/05/06,,170
190,"GDEROEP","",23/05/06,,171
190,"GDEROEP","",23/05/06,,175
190,"GDEROEP","",23/05/06,,176
190,"GDEROEP","",23/05/06,,182
190,"GDEROEP","",23/05/06,,189
190,"GDEROEP","",23/05/06,,190
190,"GDEROEP","",23/05/06,,195
190,"GDEROEP","",23/05/06,,203
299,"GDEROEP","",03/04/06,,21
299,"GDEROEP","",03/04/06,,124
299,"GDEROEP","",03/04/06,,150
300,"GDEROEP","",03/04/06,,21
188,"GDEROEP","",23/05/06,,190
188,"GDEROEP","",23/05/06,,195
188,"GDEROEP","",23/05/06,,203
188,"GDEROEP","",23/05/06,,204
188,"GDEROEP","",23/05/06,,215
188,"GDEROEP","",23/05/06,,220
188,"GDEROEP","",23/05/06,,222
187,"GDEROEP","",23/05/06,,2
187,"GDEROEP","",23/05/06,,5
187,"GDEROEP","",23/05/06,,11
187,"GDEROEP","",23/05/06,,14
187,"GDEROEP","",23/05/06,,15
187,"GDEROEP","",23/05/06,,21
187,"GDEROEP","",23/05/06,,33
187,"GDEROEP","",23/05/06,,53
187,"GDEROEP","",23/05/06,,55
187,"GDEROEP","",23/05/06,,56
187,"GDEROEP","",23/05/06,,57
187,"GDEROEP","",23/05/06,,67
187,"GDEROEP","",23/05/06,,72
187,"GDEROEP","",23/05/06,,73
187,"GDEROEP","",23/05/06,,80
187,"GDEROEP","",23/05/06,,81
187,"GDEROEP","",23/05/06,,97
187,"GDEROEP","",23/05/06,,98
187,"GDEROEP","",23/05/06,,105
187,"GDEROEP","",23/05/06,,117
187,"GDEROEP","",23/05/06,,122
187,"GDEROEP","",23/05/06,,123
187,"GDEROEP","",23/05/06,,124
187,"GDEROEP","",23/05/06,,126
187,"GDEROEP","",23/05/06,,132
187,"GDEROEP","",23/05/06,,140
187,"GDEROEP","",23/05/06,,150
187,"GDEROEP","",23/05/06,,160
187,"GDEROEP","",23/05/06,,170
187,"GDEROEP","",23/05/06,,171
187,"GDEROEP","",23/05/06,,175
187,"GDEROEP","",23/05/06,,176
187,"GDEROEP","",23/05/06,,182
187,"GDEROEP","",23/05/06,,189
187,"GDEROEP","",23/05/06,,190
187,"GDEROEP","",23/05/06,,195
187,"GDEROEP","",23/05/06,,203
187,"GDEROEP","",23/05/06,,204
187,"GDEROEP","",23/05/06,,215
187,"GDEROEP","",23/05/06,,220
187,"GDEROEP","",23/05/06,,222
190,"GDEROEP","",23/05/06,,220
190,"GDEROEP","",23/05/06,,222
282,"GDEROEP","",23/05/06,,73
282,"GDEROEP","",23/05/06,,150
241,"GDEROEP","",25/07/06,,81
241,"GDEROEP","",25/07/06,,21
241,"GDEROEP","",25/07/06,,195
241,"GDEROEP","",25/07/06,,72
241,"GDEROEP","",25/07/06,,73
241,"GDEROEP","",25/07/06,,84
241,"GDEROEP","",25/07/06,,97
241,"GDEROEP","",25/07/06,,105
241,"GDEROEP","",25/07/06,,170
241,"GDEROEP","",25/07/06,,56
241,"GDEROEP","",25/07/06,,222
223,"GDEROEP","",13/08/09,,53
418,"GDEROEP","",13/08/09,,160
417,"PGERARD","",24/07/08,,73
417,"PGERARD","",24/07/08,,84
417,"PGERARD","",24/07/08,,97
417,"PGERARD","",24/07/08,,103
417,"PGERARD","",24/07/08,,98
417,"PGERARD","",24/07/08,,104
417,"PGERARD","",24/07/08,,105
417,"PGERARD","",24/07/08,,117
417,"PGERARD","",24/07/08,,123
417,"PGERARD","",24/07/08,,124
417,"PGERARD","",24/07/08,,160
417,"PGERARD","",24/07/08,,150
417,"PGERARD","",24/07/08,,170
417,"PGERARD","",24/07/08,,171
417,"PGERARD","",24/07/08,,56
417,"PGERARD","",24/07/08,,175
417,"PGERARD","",24/07/08,,222
417,"PGERARD","",24/07/08,,189
417,"PGERARD","",24/07/08,,190
417,"PGERARD","",24/07/08,,203
417,"PGERARD","",24/07/08,,204
417,"PGERARD","",24/07/08,,215
223,"GDEROEP","",13/08/09,,124
223,"GDEROEP","",13/08/09,,14
223,"GDEROEP","",13/08/09,,175
223,"GDEROEP","",13/08/09,,189
223,"GDEROEP","",13/08/09,,56
223,"GDEROEP","",13/08/09,,203
193,"GDEROEP","",23/05/06,,2
193,"GDEROEP","",23/05/06,,5
193,"GDEROEP","",23/05/06,,11
193,"GDEROEP","",23/05/06,,14
193,"GDEROEP","",23/05/06,,15
193,"GDEROEP","",23/05/06,,21
193,"GDEROEP","",23/05/06,,33
193,"GDEROEP","",23/05/06,,53
193,"GDEROEP","",23/05/06,,55
193,"GDEROEP","",23/05/06,,56
193,"GDEROEP","",23/05/06,,57
193,"GDEROEP","",23/05/06,,67
193,"GDEROEP","",23/05/06,,72
193,"GDEROEP","",23/05/06,,73
193,"GDEROEP","",23/05/06,,80
193,"GDEROEP","",23/05/06,,81
193,"GDEROEP","",23/05/06,,84
193,"GDEROEP","",23/05/06,,97
193,"GDEROEP","",23/05/06,,98
193,"GDEROEP","",23/05/06,,103
193,"GDEROEP","",23/05/06,,105
193,"GDEROEP","",23/05/06,,117
193,"GDEROEP","",23/05/06,,122
193,"GDEROEP","",23/05/06,,123
193,"GDEROEP","",23/05/06,,124
193,"GDEROEP","",23/05/06,,126
193,"GDEROEP","",23/05/06,,132
193,"GDEROEP","",23/05/06,,140
193,"GDEROEP","",23/05/06,,150
193,"GDEROEP","",23/05/06,,160
193,"GDEROEP","",23/05/06,,170
193,"GDEROEP","",23/05/06,,171
193,"GDEROEP","",23/05/06,,175
193,"GDEROEP","",23/05/06,,176
193,"GDEROEP","",23/05/06,,182
